step, L_x0, L_y0, L_x1, L_y1, L_x2, L_y2, L_x3, L_y3
20579, 162, 96,  154, 143, 318, 91, 302, 142
20580, 162, 90,  149, 128, 319, 60, 305, 121
20581, 160, 92,  154, 136, 319, 60, 305, 122
20582, 168, 88,  153, 151, 310, 90, 305, 149
20583, 164, 91,  151, 144, 318, 93, 299, 139
20641, 215, 63,  232, 111, 373, 61, 385, 120
20642, 209, 61,  225, 106, 347, 34, 370, 116
20643, 210, 60,  229, 119, 351, 62, 367, 123
20700, 173, 77,  159, 119, 343, 92, 329, 141
20701, 170, 72,  156, 115, 339, 77, 327, 126
20702, 168, 66,  150, 136, 341, 68, 323, 143
20703, 183, 31,  156, 99, 357, 37, 338, 111
20704, 176, 59,  148, 130, 349, 72, 330, 129
20705, 178, 53,  150, 126, 349, 60, 333, 122
20730, 179, 22,  156, 98, 349, 28, 333, 100
20731, 166, 32,  156, 78, 343, 54, 324, 107
20732, 179, 24,  157, 79, 358, 47, 332, 108
20733, 174, 54,  152, 111, 354, 53, 327, 110
20734, 181, 53,  159, 96, 352, 69, 331, 105
20735, 181, 55,  160, 101, 353, 55, 335, 106
20736, 178, 24,  158, 103, 353, 32, 336, 102
20737, 170, 51,  159, 104, 354, 54, 335, 107
20738, 177, 24,  164, 78, 359, 31, 344, 92
20739, 177, 24,  159, 96, 353, 28, 337, 93
20740, 168, 42,  148, 102, 354, 53, 335, 100
20741, 174, 34,  152, 92, 359, 36, 341, 100
20742, 171, 46,  149, 108, 349, 68, 329, 119
20743, 174, 31,  146, 92, 356, 50, 330, 107
20744, 181, 18,  159, 80, 353, 27, 337, 83
20753, 168, 20,  146, 81, 351, 31, 335, 89
20754, 171, 19,  150, 81, 353, 31, 335, 84
20755, 168, 42,  152, 100, 353, 46, 333, 99
20756, 171, 24,  153, 80, 347, 47, 327, 88
20757, 161, 54,  145, 94, 358, 57, 338, 98
20894, 165, 17,  183, 123, 332, 21, 350, 127
20895, 168, 49,  180, 123, 353, 67, 359, 124
20896, 164, 31,  171, 109, 345, 23, 351, 88
20897, 162, 28,  175, 105, 335, 25, 338, 92
20898, 155, 39,  179, 105, 348, 29, 364, 97
20899, 158, 27,  181, 111, 338, 26, 349, 93
21061, 187, 79,  176, 125, 355, 54, 340, 108


21061, 189, 56,  179, 123, 343, 34, 333, 107
21062, 193, 18,  183, 97, 349, 19, 340, 88
21063, 186, 70,  168, 151, 345, 46, 330, 146
21064, 183, 45,  174, 132, 346, 45, 330, 124
21065, 182, 39,  172, 133, 334, 37, 324, 129
21066, 180, 32,  170, 114, 339, 34, 331, 114
21067, 183, 30,  173, 123, 330, 53, 325, 124
21068, 185, 46,  175, 120, 341, 39, 334, 110
21069, 179, 42,  174, 96, 358, 40, 343, 109
21298, 190, 50,  233, 114, 339, 24, 387, 85
21299, 193, 50,  240, 101, 353, 30, 408, 111
21300, 196, 47,  255, 122, 347, 27, 416, 113


21301, 224, 73,  257, 118, 374, 70, 429, 148
21302, 223, 74,  277, 155, 378, 69, 441, 157
21303, 241, 98,  314, 176, 377, 63, 455, 162
21304, 244, 98,  303, 181, 373, 69, 428, 149
21305, 269, 114,  318, 187, 377, 63, 433, 151
21306, 246, 93,  331, 203, 376, 59, 441, 148
21360, 274, 103,  346, 162, 384, 74, 437, 127
21361, 274, 104,  351, 167, 383, 82, 437, 125
21390, 214, 95,  237, 135, 364, 43, 397, 105
21391, 209, 94,  252, 158, 370, 59, 411, 129
21392, 199, 66,  233, 130, 342, 33, 383, 110
21393, 200, 64,  223, 122, 367, 61, 393, 121
21394, 193, 65,  217, 127, 365, 61, 389, 136
21395, 188, 68,  221, 157, 333, 32, 369, 128
21396, 192, 58,  214, 153, 334, 31, 363, 136
21397, 186, 58,  198, 124, 353, 40, 360, 121
21398, 180, 53,  194, 115, 344, 32, 353, 122
21399, 164, 27,  181, 129, 353, 37, 364, 128
21400, 181, 49,  179, 132, 340, 37, 341, 128
21401, 172, 73,  166, 143, 345, 53, 341, 133
21402, 184, 35,  176, 109, 364, 38, 353, 111
21403, 181, 54,  169, 127, 351, 47, 337, 144
21404, 178, 48,  171, 114, 358, 30, 350, 108
21405, 177, 49,  177, 128, 358, 31, 350, 109
21406, 182, 51,  176, 112, 359, 30, 352, 107
21407, 183, 49,  180, 121, 363, 30, 357, 111
21408, 178, 50,  183, 150, 354, 34, 348, 107
21409, 181, 50,  170, 128, 347, 48, 337, 136
21410, 183, 50,  178, 128, 348, 37, 351, 128
21411, 179, 50,  178, 125, 345, 43, 352, 125
21483, 179, 17,  175, 119, 348, 22, 344, 114
21484, 195, 66,  191, 147, 361, 42, 355, 118
21494, 191, 66,  183, 130, 350, 50, 350, 108
21495, 193, 56,  177, 132, 356, 45, 343, 136
21496, 189, 35,  181, 129, 361, 42, 351, 129
21497, 192, 70,  183, 146, 358, 46, 346, 126
21498, 192, 71,  173, 138, 370, 53, 351, 125
21499, 189, 68,  175, 138, 360, 48, 343, 125
21500, 180, 33,  163, 103, 367, 44, 355, 128
21502, 195, 101,  170, 167, 365, 69, 339, 132
21503, 181, 98,  160, 163, 325, 106, 296, 183
21504, 165, 131,  143, 199, 335, 78, 316, 155
21505, 177, 86,  150, 162, 343, 54, 323, 116
21506, 160, 100,  144, 163, 336, 76, 312, 140
21507, 157, 96,  140, 160, 311, 99, 295, 152
21508, 153, 107,  133, 181, 314, 93, 284, 189
21509, 153, 108,  129, 174, 314, 109, 285, 186
21510, 149, 105,  123, 171, 331, 81, 310, 149
21511, 149, 82,  129, 145, 327, 64, 307, 136
